PWN Id,English lemmas,English gloss,English examples,Arabic lemmas or Gap,Arabic gloss,Arabic exampes
2655932,"dwell, inhabit, live",inhabit or live in,People lived in Africa millions of years ago; The people inhabited the islands that are now deserted; this kind of fish dwells near the bottom of the ocean,,,
2658589,lodge,be a lodger; stay temporarily,Where are you lodging in Paris?,,,
2659476,"dwell, lie, consist, lie in, belong",originate (in),The problems dwell in the social injustices in this country,,,
2659801,"pertain, appertain",be a part or attribute of,,,,
2659957,go,be awarded; be allotted,The first prize goes to Mary; Her money went on clothes,,,
2661230,be,occupy a certain position or area; be somewhere,"Where is my umbrella?"" ""The toolshed is in the back; What is behind this behavior?",,,
2662486,shelter,provide shelter for,"After the earthquake, the government could not provide shelter for the thousands of homeless people",,,
2663315,"match, check, correspond, gibe, agree, tally, jibe, fit","be compatible, similar or consistent; coincide in their characteristics",The two stories don't agree in many details; The handwriting checks with the signature on the check; The suspect's fingerprints don't match those on the gun,,,
2664648,answer,match or correspond,The drawing of the suspect answers to the description the victim gave,,,
2665841,"fit, go",be the right size or shape; fit correctly or as desired,This piece won't fit into the puzzle,,,
2666520,"coincide, co-occur, cooccur","go with, fall together",,,,
2666709,overlap,coincide partially or wholly,Our vacations overlap,,,
2666897,"go with, construe with, co-occur with, collocate with, cooccur with",go or occur together,The word 'hot' tends to cooccur with 'cold',,,
2669057,conform,"be similar, be in line with",,,,
2670312,depend,be contingent upon (something that is elided),That depends,,,
2670653,underlie,be or form the base for,,,,
2670846,"equal, be",be identical or equivalent to,"One dollar equals 1,000 rubles these days!",,,
2671069,amount,be tantamount or equivalent to,Her action amounted to a rebellion,,,
2671359,resemble,appear like; be similar or bear a likeness to,She resembles her mother very much; This paper resembles my own work,,,
2671694,look like,bear a physical resemblance to,She looks like her mother,,,
2672316,differ,be different,These two tests differ in only one respect,,,
1185870,"meet, fit, conform to",satisfy a condition or restriction,Does this paper meet the requirements for the degree?,,,
2674312,"violate, go against, break",fail to agree with; be in violation of; as of rules or patterns,This sentence violates the rules of syntax,,,
2675578,"suffice, serve, do, answer","be sufficient; be adequate, either in quality or quantity",A few words would answer; This car suits my purpose well; Will $100 do?; A 'B' grade doesn't suffice to get me into medical school; Nothing else will serve,,,
2676187,serve,contribute or conduce to,The scandal served to increase his popularity,,,
2676679,"serve, function","serve a purpose, role, or function",The tree stump serves as a table; The female students served as a control group; This table would serve very well; His freedom served him well; The table functions as a desk,,,
2677669,"satisfy, fulfil, live up to, fulfill",fulfil the requirements or expectations of,,,,
2678923,"equilibrate, equilibrize, equilibrise, balance",bring into balance or equilibrium,She has to balance work and her domestic duties; balance the two weights,,,
2679754,"excel, stand out, surpass",distinguish oneself,She excelled in math,,,
2680375,"jump, stick out, jump out, stand out, leap out",be highly noticeable,,,,
2680690,imitate,"appear like, as in behavior or appearance",Life imitate art,,,
2681746,cover,provide for,The grant doesn't cover my salary,,,
2681865,"refer, pertain, relate, bear on, touch, touch on, concern, come to",have to do with or be relevant to,There were lots of questions referring to her talk; My remark pertained to your earlier comments,,,
2683377,involve,engage as a participant,Don't involve me in your family affairs!,,,
2684822,"measure up, qualify",prove capable or fit; meet requirements,,,,
2685709,"carry on, bear on, continue, uphold, preserve",keep or maintain in unaltered condition; cause to remain or last,preserve the peace in the family; continue the family tradition; Carry on the old traditions,,,
2686624,"discontinue, stop, quit, cease, give up, lay off",put an end to a state or an activity,Quit teasing your little brother,,,
2687605,"keep, maintain, hold","keep in a certain state, position, or activity; e.g.",keep clean; hold in place; She always held herself as a lady; The students keep me on my toes,,,
2688950,distance,keep at a distance,we have to distance ourselves from these events in order to continue living,,,
2690747,"go on, proceed, keep, go along, continue","continue a certain state, condition, or activity",Keep on working!; We continued to work into the night; Keep smiling; We went on working until well past midnight,,,
2691488,"reach, extend to, touch",to extend as far as,"The sunlight reached the wall; Can he reach?"" ""The chair must not touch the wall",,,
2691775,"lead, extend, go, run, pass","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",Service runs all the way to Cranbury; His knowledge doesn't go very far; My memory extends back to my fourth year of life; The facts extend beyond a consideration of her personal assets,,,
2692313,"go, lead","lead, extend, or afford access",This door goes to the basement; The road runs South,,,
2693227,"top, lead",be ahead of others; be the first,she topped her class every year,,,
2693758,"cover, continue, extend","span an interval of distance, space or time",The war extended over five years; The period covered the turn of the century; My land extends over the hills on the horizon; This farm covers some 200 acres; The Archipelago continues for another 500 miles,,,
2695141,"spread, overspread",spread across or over,A big oil spot spread across the water,,,
2696550,lie,be located or situated somewhere; occupy a certain position,,,,
2698724,sit,"sit around, often unused",The object sat in the corner,,,
2699533,face,be opposite,the facing page; the two sofas face each other,,,
2702643,"rise, lift, rear",rise up,The building rose before them,,,
2702962,"endanger, threaten, peril, jeopardise, imperil, jeopardize, menace",pose a threat to; present a danger to,The pollution is endangering the crops,,,
2703792,"characterise, characterize",be characteristic of,What characterizes a Venetian painting?,,,
2705783,"befit, suit, beseem",accord or comport with,This kind of behavior does not suit a young woman!,,,
2705946,"consort, harmonise, concord, accord, fit in, agree, harmonize",go together,The colors don't harmonize; Their ideas concorded,,,
2706727,"hold, bear, contain, carry",contain or hold; have within,The jar carries wine; The canteen holds fresh water; This can contains water,,,
2707688,house,contain or cover,This box houses the gears,,,
2708368,"cost, be",be priced at,These shoes cost $100,,,
2708690,"suit, fit, accommodate",be agreeable or acceptable to,This suits my needs,,,
2709149,"relent, yield, soften","give in, as to influence or pressure",,,,
2710209,measure,have certain dimensions,This table surfaces measures 20inches by 36 inches,,,
2710678,weigh,have a certain weight,,,,
2710788,"last, endure",persist for a specified period of time,The bad weather lasted for three days,,,
2711395,"inhere in, attach to",be part of,This problem inheres in the design,,,
2712465,"hum, buzz, seethe",be noisy with activity,This office is buzzing with activity,,,
2714280,"spend, pass",pass (time) in a specific way,How are you spending your summer vacation?,,,
