Id,English lemmas,English gloss,English examples,Arabic lemmas (by the translator),Arabic gloss,Arabic exampes,Deleted lemmas,New lemmas,Phrase,(Synset after cleaning_cleaned lemmas) or GAP
2079709,"take flight, flee, fly",run away quickly,He threw down his gun and fled," [شَرَدَ],[ فَرَّ], هَرَبَ",ينجو بنفسه بالهرب بسبب الخطر أو الخوف,رمى سلاحه ولاذ بالفرار. فرّ الناس من الحرب. هرب من خمسة مقنعين ,"  شَرَدَ ,  فَرَّ ",,لاذَ بالفِرَار,هَرَبَ
2081903,"bring, convey, take",take something or somebody with oneself somewhere,Bring me the box from the other room; Take these letters to the boss; This brings me to the main point,"أَحْضَرَ, [أَخَذَ], جَلَبَ",يأخذ أو يحمل شيئاً أو شخصاً إلى مكان أو شخص,أحضر لي كأساً من الماء من فضلك. اجلب معك الكتب غداً, أَخَذَ ,,,"أَحْضَرَ, جَلَبَ"
2082541,"return, take back, bring back",bring back to the point of departure,,"أَعَادَ, أَرْجَعَ",يأخذ الشيء إلى المكان الذي أخذه منه أولاً,سأعيد لك الكتاب غداً. شربت وأرجعت الكأس مكانه,,,,"أَعَادَ, أَرْجَعَ"
2082838,"bring in, introduce",bring in a new person or object into a familiar environment,He brought in a new judge; The new secretary introduced a nasty rumor,قَدَّمَ,يدخل شخصاً أو شيئاً جديداً في محيط مألوف,قررت الإدارة إدخال فريق جديد إلى الشركة,,,,قَدَّمَ
2085825,leave behind,depart and not take along,He left behind all his possessions when he moved to Europe,تَرَكَ,يذهب بعيداً إلى مكان ما ولا يأخذ معه شيئاً,ترك الجيش وراءه أكواماً من الدمار. سافر وترك أمواله في أوروبا,,,,تَرَكَ
2086937,"spread, scatter, spread out",strew or distribute over an area,He spread fertilizer over the lawn; scatter cards across the table,"[ذَرَّ], [بَسَطَ], نَثَرَ, [فَرَّقَ], [مَدَّ], [بَثَّ], [نَشَرَ],[ بَعْثَرَ]",يغطي سطحاً ما بأشياء متفرقة وبلا ترتيب معين,نثر البذور على العشب. نثرت بتلات الورد على سريرها," ذَرَّ ,  بَسَطَ ,  فَرَّقَ ,  مَدَّ ,  بَثَّ ,  نَشَرَ ,  بَعْثَرَ ",,,نَثَرَ
2092012,swing,"move in a curve or arc, usually with the intent of hitting",He swung his left fist; swing a bat,وَجَّه,يحرك جسماً ما أو قبضة اليد في محاولة لضرب شيء أو شخص,لم أستطع توجيه المضرب نحو الكرة,,,,وَجَّه
2092374,draw,move or go steadily or gradually,The ship drew near the shore,"تَحَرَّكَ, تَقَدَّمَ",يسير أو يتحرك بثبات وبالتدريج,رأيت السيارة تتحرك نحوي. تقدمت السفينة نحو الشاطئ,,,,"تَحَرَّكَ, تَقَدَّمَ"
2093687,"turn over, turn",cause to move around a center so as to show another side of,turn a page of a book,قَلَبَ,يحرك شيئاً ليظهر جانبه الآخر,قلبت الفراش على الجانب الآخر ليجف,,,,قَلَبَ
2095257,slide,move smoothly along a surface,He slid the money over to the other gambler,زَحْلَقَ,يجعله يتحرك بسهولة وسلاسة على سطح دون انقطاع,زحلق نفسه على الثلج,,,,زَحْلَقَ
2095677,"step, tread","put down or press the foot, place the foot",For fools rush in where angels fear to tread; step on the brake,"دَاسَ, [خَطَا], [وَطَأ], دَعَسَ",يضع قدمه على شيء أو يضغط على شيء ما بقدمه,داست على قدمه وهي ترقص معه. دعس على الطين خطأً," خَطَا ,  وَطَأ ",,,"دَاسَ, دَعَسَ"
2097668,"beat, flap",move with a flapping motion,The bird's wings were flapping,"رَفْرَفَ, خَفَقَ",يلوح للأعلى والأسفل بجناحيه أو بقطعة ورق أو قماش الخ,رفرف الطائر بجناحيه. خفق العلم في السماء,,,,"رَفْرَفَ, خَفَقَ"
2097888,"beat, flap",move with a thrashing motion,The bird flapped its wings; The eagle beat its wings and soared high into the sky,"رَفْرَفَ, [صَفَّقَ بِجَنَاحَيْه], [خَفَقَ]",يتحرك بطريقة عنيفة وسريعة ذهاباً وإياباً صعوداً وهبوطاً كما لو كان يضرب الهواء,رفرف الباب بسبب الرياح الشديدة.," صَفَّقَ بِجَنَاحَيْه ,  خَفَقَ ",,,رَفْرَفَ
2100445,turn,move around an axis or a center,The wheels are turning,"دَارَ,[ لَفَّ]",يدور حول محور أو مركز ثابت,دارت على أصابع قدميها لترينا فستانها. ,  لَفَّ ,,,دَارَ
2102078,draw,cause to flow,The nurse drew blood,سَحَبَ,"يُخرج مادة ما، وخاصة الدم، من الجسم",قام بسحب عينة دم من الوريد لتحليلها,,,,سَحَبَ
2103353,dance,"skip, leap, or move up and down or sideways",Dancing flames; The children danced with joy,"تَرَاقَصَ, رَقَصَ",يخطو أو يقفز أو يتحرك لأعلى وأسفل والجوانب بخفة وسرعة ,الضوء المتراقص على سطح الماء. رقص الأطفال بفرح,,,,"تَرَاقَصَ, رَقَصَ"
2110460,"sense, feel","perceive by a physical sensation, e.g., coming from the skin or muscles",He felt the wind; She felt an object brushing her arm; He felt his flesh crawl; She felt the heat when she got out of the car,"أَحَسَّ, شَعَرَ, [حَسَّ]",يدرك بواسطة الإحساس الفيزيولوجي الذي مصدره الحواس الخمس,أحست بالبرد عند خروجها من المنزل. شعرت بأحد يلمسني من الخلف, حَسَّ ,,,"أَحَسَّ, شَعَرَ"
2110960,"perceive, comprehend",to become aware of through the senses,I could perceive the ship coming over the horizon,أَدْرَكَ,يعرف الأشياء من خلال الحواس,أدركت شيئاً يتحرك في الظل,,,,أَدْرَكَ
2114674,"experience, undergo, go through, see",go or live through,We had many trials to go through; he saw action in Viet Nam,"مَرَّ, [لاقَى]",يحصل معه ويعيشه,مرَرْتُ بمواقف صعبة في هذه الفترة,  لاقَى ,,,مَرَّ
2115276,enjoy,have for one's benefit,The industry enjoyed a boom,"نَعِمَ بِـ, تَمَتَّعَ بِـ",يحصل على شيء جيد يعطيه الحظ والمنفعة,تنعمت بصحة جيدة حتى بلغت التسعين. تتمتع المدارس هنا بدعم مجتمعي كبير. ,,,,"نَعِمَ بِـ, تَمَتَّعَ بِـ"
2120261,"sensitize, sensitise",cause to sense; make sensitive,She sensitized me with respect to gender differences in this traditional male-dominated society; My tongue became sensitized to good wine,تَحَسَّسَ,يجعله يحس بشيء,تعود لساني على تحسس هذه النكهة الجديدة,,,,تَحَسَّسَ
2122438,"catch, pick up","perceive with the senses quickly, suddenly, or momentarily",I caught the aroma of coffee; He caught the allusion in her glance; ears open to catch every sound; The dog picked up the scent; Catch a glimpse,"[أَدْرَكَ], [لاحَظَ], لَمَحَ, التَقَطَ",يدرك بالحواس بشكل سريع ومفاجئ أو لحظي,لمحت نظرة غريبة من عينيها. استطعت التقاط رائحة القهوة من نافذة الجيران.," أَدْرَكَ ,  لاحَظَ ",,,"لَمَحَ, التَقَطَ"
2122725,dream,experience while sleeping,She claims to never dream; He dreamt a strange scene,"[اِحْتَلَمَ], حَلَمَ",يمر بأحداث يراها أثناء نومه,حلمت بأن لدي الكثير من المال, اِحْتَلَمَ ,,,حَلَمَ
2122959,"notice, note, mark",notice or perceive,She noted that someone was following her; mark my words,لاحَظَ,يرى أو يدرك شيئاً أو شخصاً,لاحظت وجود صدع في السقف. ,,,,لاحَظَ
2124339,"rub, scratch, itch",scrape or rub as if to relieve itching,Don't scratch your insect bites!,"حَكَّ,[ فَرَكَ]",يقوم بفرك المكان بظفره أو ما شابه ليريحه من الشعور غير المريح الذي تسببه الحكة,لا تحكّ مكان لسعة البعوض ,  فَرَكَ ,,,حَكَّ
2125976,"hurt, ache, suffer",feel physical pain,Were you hurting after the accident?,"عَانَى, [تَعَذَّبَ], [تَوَجَّعَ], تَأَلَّمَ, [أَلِمَ]",يشعر بألم في جسده,يعاني من صداع. يتألم من معدته," تَعَذَّبَ ,  تَوَجَّعَ ,  أَلِمَ ",,,"عَانَى, تَأَلَّمَ"
2127889,"sting, twinge, prick",cause a stinging pain,The needle pricked his skin,وَخَزَ,يتسبب بألم حاد لاسع مفاجئ ,وخز الدبوس إصبعها أثناء الخياطة,,,,وَخَزَ
2128137,smell,emit an odor,The soup smells good,[ فَاحَ],يكون لديه خاصية إمكانية إدراك الناس له من خلال حاسة الشم حيث يطلق رائحة معينة,فاحت رائحة عطرة من الزهور. تفوح رائحة شهية,  فَاحَ ,,فاحَت منه رائِحَة,GAP
2128368,cause to be perceived,have perceptible qualities,,نَبَّهَ,يكون له صفات محسوسة يمكن إدراكها والإحساس بها,إن ما حصل مؤخراً ينبهنا من احتمال كونه أزمة,,,,نَبَّهَ
2128797,smell,smell bad,"He rarely washes, and he smells",GAP,يُطلق رائحة غير مستحبة,من فضلك أخرج القمامة من هنا فقد فاحت رائحتها,,,فَاحَت رَائِحَتَه,GAP
2129213,smell,inhale the odor of; perceive by the olfactory sense,,"شَمَّ, [تَنَشَّقَ], [اِشْتَمَّ]",يدرك الرائحة بواسطة حاسة الشم بإدخال الهواء إلى الأنف,شممت رائحة صغيري. ," تَنَشَّقَ ,  اِشْتَمَّ ",,,شَمَّ
2129688,"scent, nose, wind",catch the scent of; get wind of,The dog nosed out the drugs,شَمَّ,يكتشف ويدرك رائحة ما بحاسة الشم.,استطاع الكلب شم رائحة المخدرات المخفية,,,,شَمَّ
2131823,touch,perceive via the tactile sense,Helen Keller felt the physical world by touching people and objects around her,لَمَسَ,يدرك بواسطة حاسة اللمس ( الجلد ),لمست القطة فوجدتها ناعمة جداً,,,,لَمَسَ
2132318,"miss, lose",fail to perceive or to catch with the senses or the mind,I missed that remark; She missed his point; We lost part of what he said,"أَضَاعَ, [ضَيَّعَ]",يفشل في الإدراك أو الملاحظة بالحواس أو بالذهن,لقد أضعت الفكرة لأنني كنت شارداً, ضَيَّعَ ,,,أَضَاعَ
2132531,discover,see for the first time; make a discovery,Who discovered the North Pole?,اِكْتَشَفَ,يرى أو يعرف شيئاً جديداً لم يكن معروفاً من قبل,اكتشفت وجود الأوراق الضائعة في الدرج,,,,اِكْتَشَفَ
2133118,"look on, watch",observe with attention,They watched as the murderer was executed,شَاهَدَ,يراقب ويلاحظ بانتباه واهتمام,"بينما أبي كان يعلمني السباحة، جلست أمي تشاهدنا",,,,شَاهَدَ
2133754,see,perceive by sight or have the power to perceive by sight,You have to be a good observer to see all the details; Can you see the bird in that tree?; He is blind--he cannot see,"أَبْصَرَ, [شَاهَدَ], رَأَى",يدرك الأشياء بواسطة البصر,أبصرته قادماً من بعيد. هل ترى الطير على تلك الشجرة, شَاهَدَ ,,,"أَبْصَرَ, رَأَى"
2134765,"view, consider, look at",look at carefully; study mentally,view a problem,"دَرَسَ, [فَحَصَ], ,[ إِعْتَبَرَ]",يهتم بموضوع ويقضي الوقت في التفكير به بعناية,سأدرس إمكانية ضمّ الشركتين. نظر القاضي في أمر المتهم," فَحَصَ ,   إِعْتَبَرَ ",,نَظَرَ فِي,دَرَسَ
2134989,look,perceive with attention; direct one's gaze towards,She looked over the expanse of land; Look at your child!; Look--a deer in the backyard!,"[رَأَى]،(نظر)",يوجه نظره بانتباه نحو شيء ما ليستطيع إدراكه,"نظرت إلى البحر بهدوء. انظر، هناك شيء غريب", رَأَى , نظر ,,نظر
2135744,"examine, see","observe, check out, and look over carefully or inspect",The customs agent examined the baggage; I must see your passport before you can enter the country,فَحَصَ,ينظر بعناية ويلاحظ التفاصيل لاكتشاف شيء جديد عن الشيء,فحصه الطبيب جيداً. فحص الميكانيكي محرك السيارة,,,,فَحَصَ
