PWN Synset ID,English lemmas,English Gloss,English Examples,Arabic lemmas or Gap,Arabic gloss,Arabic examples,Phrase
10561390,civil authority,a person who exercises authority over civilian affairs,,سُلْطَة مَدَنِيَّة,السلطة المدنية هي التطبيق العملي لصالح شؤون المواطنين من قبل الحكومة,انتخب المواطنون أعضاء السلطة المدنية ليمثلوهم في المجلس ويهتموا بمصالحهم ,
10566407,"saint, angel, holy man, holy person",person of exceptional holiness,,"وَلِيّ, قِدّيِس",من يكون قائداً دينياً أو يعيش حياة دينية صافية ويعتقد أن له كرامات,الأولياء الصالحون هم أحباؤه وخاصته من عباده. القديس هو كل شخص عاش الفضائل الإلهية في الإيمان والمحبة,
10566702,saint,a person who has died and has been declared a saint by canonization,, قِدِّيْس,الشخص الذي توفي ويصبح مكرماً في الكنيسة لأنه عاش حياة دينية صالحة   فأصبح الناس يقدسونه,أصبحت بعض الأماكن تسمى بأسماء القديسين  مثل كاتدرائية القديس بول ,
10568094,salesman,a man salesperson,,بَائِع,من تكون وظيفته بيع المنتجات أو الخدمات في المتاجر,اشتريت هذا الكيك من بائع الحلويات,
10568238,"sales rep, salesperson, sales representative",a person employed to represent a business and to sell its merchandise (as to customers in a store or to customers who are visited),,مندوب مبيعات,شخص يمثل شركة ما تكون مهمته البحث عن زبائن وعرض المنتجات عليهم وإقناعهم بشرائها والتعامل معها,لدى شركات الأدوية العديد من مندوبي المبيعات الذين  يزورون الصيدليات لعرض منتجاتهم ,
10573055,saver,someone who saves (especially money),,مُدَّخِر,من يوفر من المال ويخبئه في مكان ما لاستخدامه وقت الطوارئ,هذا الطفل مدّخر صغير للمال  الذي يعطيه إياه والداه,
10577282,"scholar, scholarly person, bookman, student",a learned person (especially in the humanities); someone who by long study has gained mastery in one or more disciplines,,"طَالِب, بَاحِث","شخص أكاديمي متعلم باحث ( وخصوصاً في العلوم الإنسانية )، وأصبح لديه خبرة كبيرة في أحد الفروع بعد دراسة طويلة", ينخرط الطالب الأكاديمي في البحث العلمي والدراسات العليا.استمر الباحث في دراسته الطويلة لعلم النفس والسلوك الإنساني . ,باحث أكاديمي
10578716,"pupil, schoolchild, school-age child",a young person attending school (up through senior high school),,تِلْمِيذ,الطفل الصغير الذي يذهب إلى المدرسة منذ المرحلة التحضيرية وحتى الثانوية,خطّت أيدي التلاميذ الصغار الحروف والكلمات على دفاترهم,
10580065,"man of science, scientist",a person with advanced knowledge of one or more sciences,,عَالِم,"من يهتم بالعلم، ويتعمق في مجال معين ويتقدم فيه ويقوم بالأبحاث لاكتشاف أشياء جديدة","علماء الاجتماع، عالم الفلك والفيزياء",
10585500,"sculptor, sculpturer, statue maker, carver",an artist who creates sculptures,," نَقَّاش, نَحَّات",الفنان الذي يصنع المنحوتات باستخدام الحجر أوالطين أوالمعدن أوالخشب, نقّاش ماهر على الحجر. قام النحات بتشكيل تمثال الفتاة.,
10587887,seconder,someone who endorses a motion or petition as a necessary preliminary to a discussion or vote,,مُؤَيِّد,من  يكون مساعداً في تقديم خطاب رسمي داعم لاقتراح أو تصويت,يحتاج المرشحون إلى  اثنين من المقترحين مع مؤيِّد,
10588855,"secret agent, operative, intelligence officer, intelligence agent",a person secretly employed in espionage for a government,,"مُخْبِر,عَمِيل سِرِّيّ",شخص موظف سرياً من قبل الحكومة لنقل معلومات استخباراتية,ينتشر المخبرون السريون في الحدائق والشوارع والتجمعات. تم تكليف العميل السري بجمع معلومات سرية خاصة عن عمليات جيش العدو,
10589188,"secretary, secretarial assistant",an assistant who handles correspondence and clerical work for a boss or an organization,," سِكْرِتِير,أمِين سِرّ","موظف مساعد يعد وينظم سجلات الإدارة التي يعمل بها ويتولى مراسلاتها ، وتنظيم مواعيد الاجتماعات والزيارات الرسمية",   أمين سر في المدرسة. سكرتيرة لدى طبيب.,
10589463,secretary,a person who is head of an administrative department of government,,أمِين عَام,من يترأس أحد الفروع الحكومية,أمين عام الحزب القومي الاشتراكي,
10593273,secretary general,a person who is a chief administrator (as of the United Nations),,أَمِين عَام ,الموظف الإداري الأكبر في المنظمة ورئيس مجلس الرؤساء التنفيذيين المعني بالتنسيق,تعين الجمعية الأمين العام بناء على توصية مجلس الأمن,الأمين العام للأمم المتحدة
10595760,"segregationist, segregator",someone who believes the races should be kept apart,,عُنْصُرِيّ,من يعتقد بوجوب فصل الناس بحسب عرقهم ولونهم وقدراتهم,أكثر ما يوجد العنصريون في المدارس,
10596736,"marketer, vendor, seller, vender, trafficker",someone who promotes or exchanges goods or services for money,,"بائِع, مسوق ","من يستبدل البضائع والخدمات بالمال، أو يشجع على شرائها",في أيامنا هذه انتشر البائعون على الانترنت. أحتاج بعض المسوقين لبيع تلك البضاعة,
10597923,senator,a member of a senate,,"سناتور,عضو بمجلس الشيوخ",عضو مجلس الشيوخ الأمريكي عن طريق الانتخابات,يضم مجلس الشيوخ 100 سيناتور,
10599482,"separatist, separationist",an advocate of secession or separation from a larger group (such as an established church or a national union),, إِنْفِصَالِي,من يكون عضواً في مجموعة أو طائفة ضمن مجموعة أكبر ويعتقد أن مجموعته  يجب أن تكون مستقلة ولها حكومتها وكيانها الخاص ,قاوم الانفصاليون هجمات الجيش,
10600224,sergeant,any of several noncommissioned officer ranks in the army or air force or marines ranking above a corporal,,رَقِيب,رتبة عسكرية أعلى من العريف وأقل من رقيب أول  وهي من مستوى ضباط الصف على مجموعة الأفراد والجنود,التحق بالجيش عام 1921 وأصبح رقيباً عام 1928,
